     radius[mm]      wavelength[nm]           Cabs
      1.532e+00          6.1000e+02     0.0000e+00
      1.532e+00          6.2000e+02     0.0000e+00
      1.532e+00          6.3000e+02     0.0000e+00
      1.532e+00          6.4000e+02     0.0000e+00
      1.532e+00          6.5000e+02     0.0000e+00
      1.532e+00          6.6000e+02     0.0000e+00
      1.532e+00          6.7000e+02     0.0000e+00
      1.532e+00          6.8000e+02     0.0000e+00
      1.532e+00          6.9000e+02     0.0000e+00

      1.571e+00          4.0000e+02     0.0000e+00
      1.571e+00          4.1000e+02     0.0000e+00
      1.571e+00          4.2000e+02     0.0000e+00
      1.571e+00          4.3000e+02     0.0000e+00
      1.571e+00          4.4000e+02     0.0000e+00
      1.571e+00          4.5000e+02     0.0000e+00
      1.571e+00          4.6000e+02     0.0000e+00
      1.571e+00          4.7000e+02     0.0000e+00
      1.571e+00          4.8000e+02     0.0000e+00
      1.571e+00          4.9000e+02     0.0000e+00
      1.571e+00          5.0000e+02     0.0000e+00
      1.571e+00          5.1000e+02     0.0000e+00
      1.571e+00          5.2000e+02     0.0000e+00
      1.571e+00          5.3000e+02     0.0000e+00
      1.571e+00          5.4000e+02     0.0000e+00
      1.571e+00          5.5000e+02     0.0000e+00
      1.571e+00          5.6000e+02     0.0000e+00
      1.571e+00          5.7000e+02     0.0000e+00
      1.571e+00          5.8000e+02     0.0000e+00
      1.571e+00          5.9000e+02     0.0000e+00
      1.571e+00          6.0000e+02     0.0000e+00
      1.571e+00          6.1000e+02     0.0000e+00
      1.571e+00          6.2000e+02     0.0000e+00
      1.571e+00          6.3000e+02     0.0000e+00
      1.571e+00          6.4000e+02     0.0000e+00
      1.571e+00          6.5000e+02     0.0000e+00
      1.571e+00          6.6000e+02     0.0000e+00
      1.571e+00          6.7000e+02     0.0000e+00
      1.571e+00          6.8000e+02     0.0000e+00
      1.571e+00          6.9000e+02     0.0000e+00

      1.610e+00          4.0000e+02     0.0000e+00
      1.610e+00          4.1000e+02     0.0000e+00
      1.610e+00          4.2000e+02     0.0000e+00
      1.610e+00          4.3000e+02     0.0000e+00
      1.610e+00          4.4000e+02     0.0000e+00
      1.610e+00          4.5000e+02     0.0000e+00
      1.610e+00          4.6000e+02     0.0000e+00
      1.610e+00          4.7000e+02     0.0000e+00
      1.610e+00          4.8000e+02     0.0000e+00
      1.610e+00          4.9000e+02     0.0000e+00
      1.610e+00          5.0000e+02     0.0000e+00
      1.610e+00          5.1000e+02     0.0000e+00
      1.610e+00          5.2000e+02     0.0000e+00
      1.610e+00          5.3000e+02     0.0000e+00
      1.610e+00          5.4000e+02     0.0000e+00
      1.610e+00          5.5000e+02     0.0000e+00
      1.610e+00          5.6000e+02     0.0000e+00
      1.610e+00          5.7000e+02     0.0000e+00
      1.610e+00          5.8000e+02     0.0000e+00
      1.610e+00          5.9000e+02     0.0000e+00
      1.610e+00          6.0000e+02     0.0000e+00
      1.610e+00          6.1000e+02     0.0000e+00
      1.610e+00          6.2000e+02     0.0000e+00
      1.610e+00          6.3000e+02     0.0000e+00
      1.610e+00          6.4000e+02     0.0000e+00
      1.610e+00          6.5000e+02     0.0000e+00
      1.610e+00          6.6000e+02     0.0000e+00
      1.610e+00          6.7000e+02     0.0000e+00
      1.610e+00          6.8000e+02     0.0000e+00
      1.610e+00          6.9000e+02     0.0000e+00

      1.649e+00          4.0000e+02     0.0000e+00
      1.649e+00          4.1000e+02     0.0000e+00
      1.649e+00          4.2000e+02     0.0000e+00
      1.649e+00          4.3000e+02     0.0000e+00
      1.649e+00          4.4000e+02     0.0000e+00
      1.649e+00          4.5000e+02     0.0000e+00
      1.649e+00          4.6000e+02     0.0000e+00
      1.649e+00          4.7000e+02     0.0000e+00
      1.649e+00          4.8000e+02     0.0000e+00
      1.649e+00          4.9000e+02     0.0000e+00
      1.649e+00          5.0000e+02     0.0000e+00
      1.649e+00          5.1000e+02     0.0000e+00
      1.649e+00          5.2000e+02     0.0000e+00
      1.649e+00          5.3000e+02     0.0000e+00
      1.649e+00          5.4000e+02     0.0000e+00
      1.649e+00          5.5000e+02     0.0000e+00
      1.649e+00          5.6000e+02     0.0000e+00
      1.649e+00          5.7000e+02     0.0000e+00
      1.649e+00          5.8000e+02     0.0000e+00
      1.649e+00          5.9000e+02     0.0000e+00
      1.649e+00          6.0000e+02     0.0000e+00
      1.649e+00          6.1000e+02     0.0000e+00
      1.649e+00          6.2000e+02     0.0000e+00
      1.649e+00          6.3000e+02     0.0000e+00
      1.649e+00          6.4000e+02     0.0000e+00
      1.649e+00          6.5000e+02     0.0000e+00
      1.649e+00          6.6000e+02     0.0000e+00
      1.649e+00          6.7000e+02     0.0000e+00
      1.649e+00          6.8000e+02     0.0000e+00
      1.649e+00          6.9000e+02     0.0000e+00

      1.688e+00          4.0000e+02     0.0000e+00
      1.688e+00          4.1000e+02     0.0000e+00
      1.688e+00          4.2000e+02     0.0000e+00
      1.688e+00          4.3000e+02     0.0000e+00
      1.688e+00          4.4000e+02     0.0000e+00
      1.688e+00          4.5000e+02     0.0000e+00
      1.688e+00          4.6000e+02     0.0000e+00
      1.688e+00          4.7000e+02     0.0000e+00
      1.688e+00          4.8000e+02     0.0000e+00
      1.688e+00          4.9000e+02     0.0000e+00
      1.688e+00          5.0000e+02     0.0000e+00
      1.688e+00          5.1000e+02     0.0000e+00
      1.688e+00          5.2000e+02     0.0000e+00
      1.688e+00          5.3000e+02     0.0000e+00
      1.688e+00          5.4000e+02     0.0000e+00
      1.688e+00          5.5000e+02     0.0000e+00
      1.688e+00          5.6000e+02     0.0000e+00
      1.688e+00          5.7000e+02     0.0000e+00
      1.688e+00          5.8000e+02     0.0000e+00
      1.688e+00          5.9000e+02     0.0000e+00
      1.688e+00          6.0000e+02     0.0000e+00
      1.688e+00          6.1000e+02     0.0000e+00
      1.688e+00          6.2000e+02     0.0000e+00
      1.688e+00          6.3000e+02     0.0000e+00
      1.688e+00          6.4000e+02     0.0000e+00
      1.688e+00          6.5000e+02     0.0000e+00
      1.688e+00          6.6000e+02     0.0000e+00
      1.688e+00          6.7000e+02     0.0000e+00
      1.688e+00          6.8000e+02     0.0000e+00
      1.688e+00          6.9000e+02     0.0000e+00

      1.727e+00          4.0000e+02     0.0000e+00
      1.727e+00          4.1000e+02     0.0000e+00
      1.727e+00          4.2000e+02     0.0000e+00
      1.727e+00          4.3000e+02     0.0000e+00
      1.727e+00          4.4000e+02     0.0000e+00
      1.727e+00          4.5000e+02     0.0000e+00
      1.727e+00          4.6000e+02     0.0000e+00
      1.727e+00          4.7000e+02     0.0000e+00
      1.727e+00          4.8000e+02     0.0000e+00
      1.727e+00          4.9000e+02     0.0000e+00
      1.727e+00          5.0000e+02     0.0000e+00
      1.727e+00          5.1000e+02     0.0000e+00
      1.727e+00          5.2000e+02     0.0000e+00
      1.727e+00          5.3000e+02     0.0000e+00
      1.727e+00          5.4000e+02     0.0000e+00
      1.727e+00          5.5000e+02     0.0000e+00
      1.727e+00          5.6000e+02     0.0000e+00
      1.727e+00          5.7000e+02     0.0000e+00
      1.727e+00          5.8000e+02     0.0000e+00
      1.727e+00          5.9000e+02     0.0000e+00
      1.727e+00          6.0000e+02     0.0000e+00
      1.727e+00          6.1000e+02     0.0000e+00
      1.727e+00          6.2000e+02     0.0000e+00
      1.727e+00          6.3000e+02     0.0000e+00
      1.727e+00          6.4000e+02     0.0000e+00
      1.727e+00          6.5000e+02     0.0000e+00
      1.727e+00          6.6000e+02     0.0000e+00
      1.727e+00          6.7000e+02     0.0000e+00
      1.727e+00          6.8000e+02     0.0000e+00
      1.727e+00          6.9000e+02     0.0000e+00

      1.766e+00          4.0000e+02     0.0000e+00
      1.766e+00          4.1000e+02     0.0000e+00
      1.766e+00          4.2000e+02     0.0000e+00
      1.766e+00          4.3000e+02     0.0000e+00
      1.766e+00          4.4000e+02     0.0000e+00
      1.766e+00          4.5000e+02     0.0000e+00
      1.766e+00          4.6000e+02     0.0000e+00
      1.766e+00          4.7000e+02     0.0000e+00
      1.766e+00          4.8000e+02     0.0000e+00
      1.766e+00          4.9000e+02     0.0000e+00
      1.766e+00          5.0000e+02     0.0000e+00
      1.766e+00          5.1000e+02     0.0000e+00
      1.766e+00          5.2000e+02     0.0000e+00
      1.766e+00          5.3000e+02     0.0000e+00
      1.766e+00          5.4000e+02     0.0000e+00
      1.766e+00          5.5000e+02     0.0000e+00
      1.766e+00          5.6000e+02     0.0000e+00
      1.766e+00          5.7000e+02     0.0000e+00
      1.766e+00          5.8000e+02     0.0000e+00
      1.766e+00          5.9000e+02     0.0000e+00
      1.766e+00          6.0000e+02     0.0000e+00
      1.766e+00          6.1000e+02     0.0000e+00
      1.766e+00          6.2000e+02     0.0000e+00
      1.766e+00          6.3000e+02     0.0000e+00
      1.766e+00          6.4000e+02     0.0000e+00
      1.766e+00          6.5000e+02     0.0000e+00
      1.766e+00          6.6000e+02     0.0000e+00
      1.766e+00          6.7000e+02     0.0000e+00
      1.766e+00          6.8000e+02     0.0000e+00
      1.766e+00          6.9000e+02     0.0000e+00

      1.805e+00          4.0000e+02     0.0000e+00
      1.805e+00          4.1000e+02     0.0000e+00
      1.805e+00          4.2000e+02     0.0000e+00
      1.805e+00          4.3000e+02     0.0000e+00
      1.805e+00          4.4000e+02     0.0000e+00
      1.805e+00          4.5000e+02     0.0000e+00
      1.805e+00          4.6000e+02     0.0000e+00
      1.805e+00          4.7000e+02     0.0000e+00
      1.805e+00          4.8000e+02     0.0000e+00
      1.805e+00          4.9000e+02     0.0000e+00
      1.805e+00          5.0000e+02     0.0000e+00
      1.805e+00          5.1000e+02     0.0000e+00
      1.805e+00          5.2000e+02     0.0000e+00
      1.805e+00          5.3000e+02     0.0000e+00
      1.805e+00          5.4000e+02     0.0000e+00
      1.805e+00          5.5000e+02     0.0000e+00
      1.805e+00          5.6000e+02     0.0000e+00
      1.805e+00          5.7000e+02     0.0000e+00
      1.805e+00          5.8000e+02     0.0000e+00
      1.805e+00          5.9000e+02     0.0000e+00
      1.805e+00          6.0000e+02     0.0000e+00
      1.805e+00          6.1000e+02     0.0000e+00
      1.805e+00          6.2000e+02     0.0000e+00
      1.805e+00          6.3000e+02     0.0000e+00
      1.805e+00          6.4000e+02     0.0000e+00
      1.805e+00          6.5000e+02     0.0000e+00
      1.805e+00          6.6000e+02     0.0000e+00
      1.805e+00          6.7000e+02     0.0000e+00
      1.805e+00          6.8000e+02     0.0000e+00
      1.805e+00          6.9000e+02     0.0000e+00

      1.844e+00          4.0000e+02     0.0000e+00
      1.844e+00          4.1000e+02     0.0000e+00
      1.844e+00          4.2000e+02     0.0000e+00
      1.844e+00          4.3000e+02     0.0000e+00
      1.844e+00          4.4000e+02     0.0000e+00
      1.844e+00          4.5000e+02     0.0000e+00
      1.844e+00          4.6000e+02     0.0000e+00
      1.844e+00          4.7000e+02     0.0000e+00
      1.844e+00          4.8000e+02     0.0000e+00
      1.844e+00          4.9000e+02     0.0000e+00
      1.844e+00          5.0000e+02     0.0000e+00
      1.844e+00          5.1000e+02     0.0000e+00
      1.844e+00          5.2000e+02     0.0000e+00
      1.844e+00          5.3000e+02     0.0000e+00
      1.844e+00          5.4000e+02     0.0000e+00
      1.844e+00          5.5000e+02     0.0000e+00
      1.844e+00          5.6000e+02     0.0000e+00
      1.844e+00          5.7000e+02     0.0000e+00
      1.844e+00          5.8000e+02     0.0000e+00
      1.844e+00          5.9000e+02     0.0000e+00
      1.844e+00          6.0000e+02     0.0000e+00
      1.844e+00          6.1000e+02     0.0000e+00
      1.844e+00          6.2000e+02     0.0000e+00
      1.844e+00          6.3000e+02     0.0000e+00
      1.844e+00          6.4000e+02     0.0000e+00
      1.844e+00          6.5000e+02     0.0000e+00
      1.844e+00          6.6000e+02     0.0000e+00
      1.844e+00          6.7000e+02     0.0000e+00
      1.844e+00          6.8000e+02     0.0000e+00
      1.844e+00          6.9000e+02     0.0000e+00

      1.883e+00          4.0000e+02     0.0000e+00
      1.883e+00          4.1000e+02     0.0000e+00
      1.883e+00          4.2000e+02     0.0000e+00
      1.883e+00          4.3000e+02     0.0000e+00
      1.883e+00          4.4000e+02     0.0000e+00
      1.883e+00          4.5000e+02     0.0000e+00
      1.883e+00          4.6000e+02     0.0000e+00
      1.883e+00          4.7000e+02     0.0000e+00
      1.883e+00          4.8000e+02     0.0000e+00
      1.883e+00          4.9000e+02     0.0000e+00
      1.883e+00          5.0000e+02     0.0000e+00
      1.883e+00          5.1000e+02     0.0000e+00
      1.883e+00          5.2000e+02     0.0000e+00
      1.883e+00          5.3000e+02     0.0000e+00
      1.883e+00          5.4000e+02     0.0000e+00
      1.883e+00          5.5000e+02     0.0000e+00
      1.883e+00          5.6000e+02     0.0000e+00
      1.883e+00          5.7000e+02     0.0000e+00
      1.883e+00          5.8000e+02     0.0000e+00
      1.883e+00          5.9000e+02     0.0000e+00
      1.883e+00          6.0000e+02     0.0000e+00
      1.883e+00          6.1000e+02     0.0000e+00
      1.883e+00          6.2000e+02     0.0000e+00
      1.883e+00          6.3000e+02     0.0000e+00
      1.883e+00          6.4000e+02     0.0000e+00
      1.883e+00          6.5000e+02     0.0000e+00
      1.883e+00          6.6000e+02     0.0000e+00
      1.883e+00          6.7000e+02     0.0000e+00
      1.883e+00          6.8000e+02     0.0000e+00
      1.883e+00          6.9000e+02     0.0000e+00

      1.922e+00          4.0000e+02     0.0000e+00
      1.922e+00          4.1000e+02     0.0000e+00
      1.922e+00          4.2000e+02     0.0000e+00
      1.922e+00          4.3000e+02     0.0000e+00
      1.922e+00          4.4000e+02     0.0000e+00
      1.922e+00          4.5000e+02     0.0000e+00
      1.922e+00          4.6000e+02     0.0000e+00
      1.922e+00          4.7000e+02     0.0000e+00
      1.922e+00          4.8000e+02     0.0000e+00
      1.922e+00          4.9000e+02     0.0000e+00
      1.922e+00          5.0000e+02     0.0000e+00
      1.922e+00          5.1000e+02     0.0000e+00
      1.922e+00          5.2000e+02     0.0000e+00
      1.922e+00          5.3000e+02     0.0000e+00
      1.922e+00          5.4000e+02     0.0000e+00
      1.922e+00          5.5000e+02     0.0000e+00
      1.922e+00          5.6000e+02     0.0000e+00
      1.922e+00          5.7000e+02     0.0000e+00
      1.922e+00          5.8000e+02     0.0000e+00
      1.922e+00          5.9000e+02     0.0000e+00
      1.922e+00          6.0000e+02     0.0000e+00
      1.922e+00          6.1000e+02     0.0000e+00
      1.922e+00          6.2000e+02     0.0000e+00
      1.922e+00          6.3000e+02     0.0000e+00
      1.922e+00          6.4000e+02     0.0000e+00
      1.922e+00          6.5000e+02     0.0000e+00
      1.922e+00          6.6000e+02     0.0000e+00
      1.922e+00          6.7000e+02     0.0000e+00
      1.922e+00          6.8000e+02     0.0000e+00
      1.922e+00          6.9000e+02     0.0000e+00

      1.961e+00          4.0000e+02     0.0000e+00
      1.961e+00          4.1000e+02     0.0000e+00
      1.961e+00          4.2000e+02     0.0000e+00
      1.961e+00          4.3000e+02     0.0000e+00
      1.961e+00          4.4000e+02     0.0000e+00
      1.961e+00          4.5000e+02     0.0000e+00
      1.961e+00          4.6000e+02     0.0000e+00
      1.961e+00          4.7000e+02     0.0000e+00
      1.961e+00          4.8000e+02     0.0000e+00
      1.961e+00          4.9000e+02     0.0000e+00
      1.961e+00          5.0000e+02     0.0000e+00
      1.961e+00          5.1000e+02     0.0000e+00
      1.961e+00          5.2000e+02     0.0000e+00
      1.961e+00          5.3000e+02     0.0000e+00
      1.961e+00          5.4000e+02     0.0000e+00
      1.961e+00          5.5000e+02     0.0000e+00
      1.961e+00          5.6000e+02     0.0000e+00
      1.961e+00          5.7000e+02     0.0000e+00
      1.961e+00          5.8000e+02     0.0000e+00
      1.961e+00          5.9000e+02     0.0000e+00
      1.961e+00          6.0000e+02     0.0000e+00
      1.961e+00          6.1000e+02     0.0000e+00
      1.961e+00          6.2000e+02     0.0000e+00
      1.961e+00          6.3000e+02     0.0000e+00
      1.961e+00          6.4000e+02     0.0000e+00
      1.961e+00          6.5000e+02     0.0000e+00
      1.961e+00          6.6000e+02     0.0000e+00
      1.961e+00          6.7000e+02     0.0000e+00
      1.961e+00          6.8000e+02     0.0000e+00
      1.961e+00          6.9000e+02     0.0000e+00

